chr1	268101	586119
chr1	586265	605497
chr1	605654	778659
chr1	778881	827499
chr1	827741	844659
chr1	844742	869779
chr1	869961	904659
chr1	904841	923759
chr1	923961	959219
chr1	959421	960459
chr1	960641	966908
chr1	967101	976139
chr1	976301	1000127
chr1	1000247	1000799
chr1	1001001	1001958
chr1	1002047	1013359
chr1	1013561	1019359
chr1	1019521	1019720
chr1	1019824	1033059
chr1	1033261	1040719
chr1	1040961	1059559
chr1	1059741	1063934
chr1	1064050	1064214
chr1	1064468	1068799
chr1	1068861	1069259
chr1	1069461	1116199
chr1	1116261	1116843
chr1	1116992	1122219
chr1	1122381	1137399
chr1	1137561	1144259
chr1	1144401	1173777
chr1	1173935	1201419
chr1	1201621	1231979
chr1	1232201	1250985
chr1	1251161	1273799
chr1	1273981	1290295
chr1	1290418	1291939
chr1	1292105	1305421
chr1	1305534	1305660
chr1	1305829	1307859
chr1	1308161	1308259
chr1	1308701	1324599
chr1	1324801	1324919
chr1	1325101	1349354
chr1	1349548	1349719
chr1	1350021	1371479
chr1	1371701	1372139
chr1	1372321	1375359
chr1	1375621	1399339
chr1	1399601	1407219
chr1	1407421	1471599
chr1	1471801	1505019
chr1	1505221	1511959
chr1	1512181	1540639
chr1	1540695	1574519
chr1	1574721	1574859
chr1	1575041	1614339
chr1	1614581	1615239
chr1	1615481	1615699
chr1	1615901	1629719
chr1	1630021	1630319
chr1	1630541	1658999
chr1	1659281	1677947
chr1	1678101	1678401
chr1	1678461	1692419
chr1	1692621	1692719
chr1	1692881	1693099
chr1	1693241	1724339
chr1	1724541	1746399
chr1	1746541	1778403
chr1	1778581	1778819
chr1	1779161	1780439
chr1	1780621	1891039
chr1	1891241	1891410
chr1	1891661	1906337
chr1	1906482	1909079
chr1	1909381	1919072
chr1	1919139	1919359
chr1	1919721	1944094
chr1	1944207	1960139
chr1	1960301	2044899
chr1	2045081	2050179
chr1	2050421	2133239
chr1	2133521	2148759
chr1	2149021	2153039
chr1	2153222	2189519
chr1	2189701	2194719
chr1	2194921	2194999
chr1	2195201	2195259
chr1	2195421	2199219
chr1	2199421	2205139
chr1	2205281	2227719
chr1	2228021	2229119
chr1	2229277	2231024
chr1	2231313	2231979
chr1	2232161	2234419
chr1	2234641	2237359
chr1	2237427	2255579
chr1	2255641	2255779
chr1	2256121	2259099
chr1	2259281	2288399
chr1	2288601	2290739
chr1	2290961	2300459
chr1	2300721	2301039
chr1	2301301	2311585
chr1	2311752	2315139
chr1	2315381	2381839
chr1	2382001	2391619
chr1	2391821	2412539
chr1	2412761	2414499
chr1	2414661	2494107
chr1	2494170	2524011
chr1	2524159	2526199
chr1	2526401	2526519
chr1	2526701	2529159
chr1	2529245	2543587
chr1	2543731	2546099
chr1	2546421	2546959
chr1	2547161	2548079
chr1	2548281	2548799
chr1	2548981	2555680
chr1	2555814	2556091
chr1	2556179	2556479
chr1	2556677	2578339
chr1	2578561	2584179
chr1	2584334	2585499
chr1	2585721	2585779
chr1	2586021	2586419
chr1	2586681	2642559
chr1	2642741	2642924
chr1	2642999	2643179
chr1	2643361	2654040
chr1	2654161	2786719
chr1	2786901	2840139
chr1	2840341	2840499
chr1	2840681	2894739
chr1	2894961	3033029
chr1	3033341	3424801
chr1	3424885	3453219
chr1	3453381	3491359
chr1	3491521	3531419
chr1	3531681	3619099
chr1	3619241	3624719
chr1	3625001	3649999
chr1	3650201	3724499
chr1	3724681	3747299
chr1	3747501	3772459
chr1	3772741	3796439
chr1	3796621	3857219
chr1	3857461	3900539
chr1	3900921	3901277
chr1	3901461	3910879
chr1	3911041	4652679
chr1	4652861	5423312
chr1	5423438	5509980
chr1	5510142	5514659
chr1	5514812	5745879
chr1	5746052	5992439
chr1	5992661	5994819
chr1	5994981	6026159
chr1	6026381	6028379
chr1	6028461	6127819
chr1	6128001	6148699
chr1	6148921	6199559
chr1	6199781	6235919
chr1	6236101	6245139
chr1	6245337	6246813
chr1	6246985	6260039
chr1	6260201	6343544
chr1	6343692	6348047
chr1	6348201	6348285
chr1	6348413	6348657
chr1	6348859	6358964
chr1	6359096	6365169
chr1	6365319	6393319
chr1	6393561	6393679
chr1	6393901	6404759
chr1	6404921	6423539
chr1	6423701	6440389
chr1	6440464	6459906
chr1	6460078	6460439
chr1	6460641	6475579
chr1	6475741	6486559
chr1	6486741	6489959
chr1	6490141	6554479
chr1	6554661	6579839
chr1	6580061	6599802
chr1	6599981	6601139
chr1	6601401	6602959
chr1	6603021	6603253
chr1	6603385	6603539
chr1	6603721	6613539
chr1	6613761	6625079
chr1	6625281	6701759
chr1	6701961	6720106
chr1	6720253	6784519
chr1	6784721	6785019
chr1	6785421	7647359
chr1	7647521	7667659
chr1	7667801	7669620
chr1	7669738	7704559
chr1	7704741	7771159
chr1	7771341	7783819
chr1	7784021	7784039
chr1	7784281	7953979
chr1	7954179	7954219
chr1	7954327	7961439
chr1	7961581	7962099
chr1	7962178	7982379
chr1	7982541	8026299
chr1	8026501	8152787
chr1	8153541	8169839
chr1	8170021	8317999
chr1	8318181	8349079
chr1	8349241	8431166
chr1	8431280	8510269
chr1	8510414	8525279
chr1	8525497	8525899
chr1	8526121	8701539
chr1	8701661	8817679
chr1	8817741	8848979
chr1	8849141	8877926
chr1	8878127	8878639
chr1	8878841	8878959
chr1	8879161	8900050
chr1	8900081	8971199
chr1	8971331	9005199
chr1	9005361	9110839
chr1	9111021	9129179
chr1	9129341	9129519
chr1	9129701	9142353
chr1	9142504	9181359
chr1	9181541	9196561
chr1	9196715	9234559
chr1	9234961	9239843
chr1	9239989	9267179
chr1	9267341	9289099
chr1	9289281	9292799
chr1	9293001	9426379
chr1	9426601	9428879
chr1	9429121	9455899
chr1	9456053	9491179
chr1	9491341	9495339
chr1	9495501	9539239
chr1	9539441	9559790
chr1	9559871	9588579
chr1	9588781	9589412
chr1	9589498	9615681
chr1	9615841	9627079
chr1	9627281	9629139
chr1	9629341	9629469
chr1	9629659	9629759
chr1	9629981	9652419
chr1	9652601	9655259
chr1	9655441	9687559
chr1	9687620	9689419
chr1	9689601	9715579
chr1	9715761	9717679
chr1	9717861	9721839
chr1	9722021	9725139
chr1	9725281	9728617
chr1	9728730	9784650
chr1	9784801	9787779
chr1	9787981	9823919
chr1	9824081	9867579
chr1	9867741	9874979
chr1	9875141	9910359
chr1	9910681	9943299
chr1	9943521	9950399
chr1	9950601	10032679
chr1	10033001	10210319
chr1	10210541	10398859
chr1	10399041	10428139
chr1	10428301	10430279
chr1	10430481	10472499
chr1	10472701	10474839
chr1	10475001	10494759
chr1	10494921	10495184
chr1	10495361	10496019
chr1	10496181	10507560
chr1	10507641	10510959
chr1	10511121	10692459
chr1	10692661	10693556
chr1	10693741	10694379
chr1	10694561	10694659
chr1	10694921	10755999
chr1	10756201	10867159
chr1	10867361	10904958
chr1	10905120	10910019
chr1	10910201	10942092
chr1	10942215	10961099
chr1	10961281	10965696
chr1	10965881	11012279
chr1	11012461	11012539
chr1	11012721	11012999
chr1	11013161	11037719
chr1	11037881	11060019
chr1	11060221	11099799
chr1	11099961	11262639
chr1	11262841	11272979
chr1	11273241	11337619
chr1	11337781	11478760
chr1	11478861	11480214
chr1	11480287	11642548
chr1	11642673	11645799
chr1	11645941	11650439
chr1	11650641	11664119
chr1	11664281	11681119
chr1	11681301	11719319
chr1	11719561	11719859
chr1	11720021	11735959
chr1	11736141	11736836
chr1	11736901	11749269
chr1	11749425	11803539
chr1	11803741	11805999
chr1	11806221	11838759
chr1	11838941	11859379
chr1	11859541	11894039
chr1	11894221	11907779
chr1	11907941	11908459
chr1	11908681	11908899
chr1	11909101	11909459
chr1	11909681	11926359
chr1	11926561	11934559
chr1	11934721	11980079
chr1	11980281	11980319
chr1	11980501	12019259
chr1	12019501	12047599
chr1	12047701	12088753
chr1	12088909	12118699
chr1	12118861	12124899
chr1	12125061	12161923
chr1	12162094	12173799
chr1	12174001	12177959
chr1	12178181	12178239
chr1	12178441	12179139
chr1	12179381	12204323
chr1	12204384	12208939
chr1	12209121	12210660
chr1	12210921	12229899
chr1	12230101	12386243
chr1	12386348	12473318
chr1	12473495	12510586
chr1	12510640	12510759
chr1	12510961	12601359
chr1	12601521	12604459
chr1	12604621	12617593
chr1	12617734	12617939
chr1	12618141	12618259
chr1	12618541	12619259
chr1	12619501	12619939
chr1	12620121	12659059
chr1	12659261	13700119
chr1	13700373	13700558
chr1	13700661	13700808
chr1	13700950	13702879
chr1	13703101	13725957
chr1	13726081	13730979
chr1	13731181	13749259
