chr1	181581	267924
chr1	268101	586139
chr1	586261	605499
chr1	605654	778659
chr1	778881	827439
chr1	827801	844559
chr1	844731	869779
chr1	869961	904539
chr1	904721	923759
chr1	923961	959199
chr1	959441	960459
chr1	960641	966899
chr1	967101	1000125
chr1	1000255	1000779
chr1	1001001	1013379
chr1	1013601	1019361
chr1	1019554	1019730
chr1	1019827	1033079
chr1	1033281	1040719
chr1	1040941	1059539
chr1	1059741	1063916
chr1	1064049	1064219
chr1	1064421	1068699
chr1	1069021	1069219
chr1	1069461	1116139
chr1	1116381	1122219
chr1	1122381	1137399
chr1	1137581	1144179
chr1	1144381	1173759
chr1	1173961	1201419
chr1	1201641	1208099
chr1	1208401	1217132
chr1	1217259	1231959
chr1	1232181	1250999
chr1	1251161	1273819
chr1	1273981	1291927
chr1	1292101	1305399
chr1	1305581	1305659
chr1	1305841	1308199
chr1	1308521	1324599
chr1	1324801	1349528
chr1	1349601	1349659
chr1	1349981	1371439
chr1	1371701	1372107
chr1	1372287	1375359
chr1	1375481	1399339
chr1	1399581	1407199
chr1	1407421	1471599
chr1	1471801	1505059
chr1	1505261	1511959
chr1	1512161	1540619
chr1	1540741	1574539
chr1	1574741	1574859
chr1	1575021	1599640
chr1	1599721	1614339
chr1	1614561	1615239
chr1	1615461	1615699
chr1	1615901	1629779
chr1	1630161	1630319
chr1	1630541	1659019
chr1	1659241	1677919
chr1	1678121	1692419
chr1	1692601	1692719
chr1	1692881	1693079
chr1	1693261	1724339
chr1	1724541	1728659
chr1	1728841	1745699
chr1	1745881	1745999
chr1	1746161	1746359
chr1	1746548	1778819
chr1	1779081	1780419
chr1	1780641	1858724
chr1	1858941	1891019
chr1	1891261	1891459
chr1	1891660	1909139
chr1	1909421	1919419
chr1	1919701	1960155
chr1	1960281	2044899
chr1	2045121	2050219
chr1	2050421	2133299
chr1	2133521	2146621
chr1	2146920	2148779
chr1	2149001	2153019
chr1	2153241	2189499
chr1	2189701	2194651
chr1	2194705	2194999
chr1	2195161	2199219
chr1	2199421	2205179
chr1	2205441	2212539
chr1	2212721	2227759
chr1	2228001	2229080
chr1	2229316	2231179
chr1	2231401	2231979
chr1	2232181	2234419
chr1	2234641	2237279
chr1	2237481	2255579
chr1	2255681	2255699
chr1	2256281	2259099
chr1	2259281	2288439
chr1	2288581	2290699
chr1	2290941	2300559
chr1	2300701	2301079
chr1	2301301	2315119
chr1	2315321	2381819
chr1	2382001	2391539
chr1	2391801	2412539
chr1	2412761	2414479
chr1	2414661	2415897
chr1	2416045	2493992
chr1	2494254	2524019
chr1	2524201	2526199
chr1	2526401	2526519
chr1	2526701	2529104
chr1	2529221	2543579
chr1	2543761	2546239
chr1	2546441	2546939
chr1	2547161	2547717
chr1	2547941	2548059
chr1	2548261	2548779
chr1	2549001	2555009
chr1	2555126	2555659
chr1	2555861	2555999
chr1	2556241	2556459
chr1	2556641	2577499
chr1	2577661	2577789
chr1	2577931	2578359
chr1	2578581	2584179
chr1	2584361	2585479
chr1	2585721	2585799
chr1	2586001	2586419
chr1	2586661	2642579
chr1	2642741	2643199
chr1	2643361	2801725
chr1	2801784	2840119
chr1	2840341	2840479
chr1	2840641	2894739
chr1	2894861	3033079
chr1	3033381	3316599
chr1	3316841	3453225
chr1	3453421	3491339
chr1	3491521	3531399
chr1	3531701	3619099
chr1	3619301	3624739
chr1	3624961	3625359
chr1	3625581	3649999
chr1	3650201	3724499
chr1	3724670	3747339
chr1	3747521	3772039
chr1	3772261	3772519
chr1	3772741	3776023
chr1	3776221	3787439
chr1	3787741	3796459
chr1	3796641	3857239
chr1	3857461	3883639
chr1	3883801	3890093
chr1	3890203	3891139
chr1	3891315	3900559
chr1	3900881	3901259
chr1	3901461	3902748
chr1	3902875	3910899
chr1	3911038	3922316
chr1	3922541	5348899
chr1	5349021	5482019
chr1	5482177	5667258
chr1	5667366	5668129
chr1	5668335	5745944
chr1	5746038	5937159
chr1	5937389	5991939
chr1	5992121	5992439
chr1	5992681	5994819
chr1	5995001	6026159
chr1	6026381	6027099
chr1	6027481	6028219
chr1	6028561	6052564
chr1	6052678	6127799
chr1	6128001	6148699
chr1	6148881	6199559
chr1	6199781	6205979
chr1	6206181	6235939
chr1	6236101	6245119
chr1	6245296	6246824
chr1	6246968	6260059
chr1	6260241	6348239
chr1	6348421	6348679
chr1	6348901	6358919
chr1	6359141	6359825
chr1	6359901	6365159
chr1	6365361	6393299
chr1	6393541	6393659
chr1	6393941	6404779
chr1	6404924	6423559
chr1	6423700	6440403
chr1	6440518	6447848
chr1	6448061	6460399
chr1	6460661	6465519
chr1	6465781	6466059
chr1	6466261	6486579
chr1	6486741	6489996
chr1	6490121	6493379
chr1	6493561	6495339
chr1	6495401	6497690
chr1	6497829	6545688
chr1	6545881	6554539
chr1	6554661	6579839
chr1	6580041	6599819
chr1	6600001	6601119
chr1	6601381	6602959
chr1	6603021	6603179
chr1	6603441	6603599
chr1	6603861	6613519
chr1	6613761	6625079
